,Edits,Name,date,url,category
3,961,3 (Britney Spears song),2009-10,https://en.wikipedia.org/wiki/3%20(Britney%20Spears%20song),"['2009 singles', '2009 songs', 'Billboard Hot 100 number-one singles', 'Britney Spears songs', 'Canadian Hot 100 number-one singles', 'Jive Records singles', 'Music videos directed by Diane Martel', 'Song recordings produced by Max Martin', 'Song recordings produced by Shellback (record producer)', 'Songs written by Max Martin', 'Songs written by Shellback (record producer)', 'Songs written by Sophia Somajo']"
4,928,Balloon boy hoax,2009-10,https://en.wikipedia.org/wiki/Balloon%20boy%20hoax,"['2009 hoaxes', '2009 in Colorado', '2009 in the United States', 'Balloons (aeronautics)', 'History of Fort Collins, Colorado', 'Hoaxes in the United States', 'Internet memes introduced in 2009', 'October 2009 events in the United States', 'Publicity stunts']"
5,887,Total Drama Action,2009-10,https://en.wikipedia.org/wiki/Total%20Drama%20Action,"['Total Drama seasons', '2009 Canadian television series debuts', '2000s Canadian animated television series', '2010s Canadian animated television series', '2000s Canadian satirical television series', '2010s Canadian satirical television series', 'Canadian adult animated action television series', ""Canadian children's animated action television series"", 'Canadian adult animated comedy television series', ""Canadian children's animated comedy television series"", 'Canadian flash animated television series', 'Television shows set in Toronto', 'Television shows set in Ontario', 'Television shows filmed in Toronto', '2009 Canadian television seasons', '2010 Canadian television seasons']"
0,2357,2009 Fort Hood shooting,2009-11,https://en.wikipedia.org/wiki/2009%20Fort%20Hood%20shooting,"['2009 in Texas', 'Fort Hood', '2009 mass shootings in the United States', 'Mass shootings in the United States', '2009 murders in the United States', '21st-century mass murder in the United States', 'Anwar al-Awlaki', 'Attacks in the United States in 2009', 'Bell County, Texas', 'Crimes in Texas', 'Deaths by firearm in Texas', '21st-century history of the United States Army', 'Islamic terrorism in Texas', 'Islamic terrorist incidents in 2009', 'Mass murder in 2009', 'Massacres in the United States', 'Military in Texas', 'Murder in Texas', 'November 2009 crimes', 'November 2009 events in the United States', 'Terrorist incidents in the United States in 2009', 'Mass shootings in Texas', 'Events that led to courts-martial', '2009 in military history', 'Attacks on military installations in the 2000s']"
2,1397,Dancing with the Stars (American season 9),2009-11,https://en.wikipedia.org/wiki/Dancing%20with%20the%20Stars%20(American%20season%209),"['Dancing with the Stars (American TV series)', '2009 American television seasons']"
3,1267,Gunpowder Plot,2009-11,https://en.wikipedia.org/wiki/Gunpowder%20Plot,"['Gunpowder Plot', '17th century in London', 'Anti-Protestantism', 'Conspiracies', '1605 in England', 'Attacks on legislatures', ""17th-century coups d'état and coup attempts"", 'Palace of Westminster', 'Military coups in England', 'Failed assassination attempts in the United Kingdom']"
4,1252,2012 (film),2009-11,https://en.wikipedia.org/wiki/2012%20(film),"['2009 films', '2000s disaster films', '2000s science fiction action films', 'Fiction set in 2012', '2012 phenomenon', 'American disaster films', 'American science fiction action films', 'Centropolis Entertainment films', 'Columbia Pictures films', 'D-Box motion-enhanced films', 'Extinction in fiction', 'Films about earthquakes', 'Films about fictional presidents of the United States', 'Films about technology', 'Films based on urban legends', 'Films directed by Roland Emmerich', 'Films scored by Harald Kloser', 'Films shot in India', 'Films set in 2009', 'Films set in 2010', 'Films set in 2011', 'Films set in 2012', 'Films set in China', 'Apocalyptic films', 'Films set in the Himalayas', 'Films set in India', 'Films set in London', 'Films set in Los Angeles', 'Films set in national parks', 'Films set in Paris', 'Films set in the Las Vegas Valley', 'Films set in the Pacific Ocean', 'Films about Tibet', 'Films set in Tokyo', 'Films set in Vatican City', 'Films set in Washington, D.C.', 'Films set in the White House', 'Films set in Wyoming', 'Films set on airplanes', 'Films set on ships', 'Films set in the future', 'Films shot in Vancouver', 'Fiction about government', 'Films about tsunamis', 'Films about Yellowstone Caldera', 'American science fiction adventure films', 'American 3D films', 'United States presidential succession in fiction', 'Censored films', 'Cultural depictions of Elizabeth II', '2000s English-language films']"
5,1235,The X Factor (British series 6),2009-11,https://en.wikipedia.org/wiki/The%20X%20Factor%20(British%20series%206),"['The X Factor (British TV series)', '2009 in British television', '2009 in British music', '2009 British television seasons', 'The X Factor seasons']"
1,1842,Avatar (2009 film),2009-12,https://en.wikipedia.org/wiki/Avatar%20(2009%20film),"['2009 films', 'Avatar (2009 film)', '2009 3D films', '2000s science fiction action films', 'American science fiction adventure films', '2000s action adventure films', '20th Century Fox films', 'American 3D films', 'American epic films', 'American science fiction action films', 'BAFTA winners (films)', 'Best Drama Picture Golden Globe winners', 'Dune Entertainment films', '2000s English-language films', 'Environmental films', 'Fictional-language films', 'Films scored by James Horner', 'Films about cloning', 'Films about extraterrestrial life', 'Films about paraplegics or quadriplegics', 'Films about rebellions', 'Films about technology', 'Films about telepresence', 'Films directed by James Cameron', 'Films produced by James Cameron', 'Films produced by Jon Landau', 'Films set in the 22nd century', 'Films set on fictional moons', 'Films shot in Los Angeles', 'Films shot in Hawaii', 'Films shot in New Zealand', 'Films that won the Best Visual Effects Academy Award', 'Films whose art director won the Best Art Direction Academy Award', 'Films whose cinematographer won the Best Cinematography Academy Award', 'Films whose director won the Best Director Golden Globe', 'Holography in films', 'IMAX films', 'Lightstorm Entertainment films', 'Military science fiction films', 'Films using motion capture', 'Planetary romances', 'Fiction about rebellions', 'Rotoscoped films', 'Science fiction war films', 'Films with screenplays by James Cameron', 'Social science fiction films', 'American space adventure films', 'Transhumanism in film', 'Films about consciousness transfer', 'American action adventure films', 'Films set in forests', 'Fiction set in the 2140s', 'Fiction set in the 2150s', '2009 science fiction films', 'Golden Eagle Award (Russia) for Best Foreign Language Film winners', 'Works subject to a lawsuit']"
2,1406,Murder of Meredith Kercher,2009-12,https://en.wikipedia.org/wiki/Murder%20of%20Meredith%20Kercher,"['2007 in international relations', '2007 murders in Italy', '2000s trials', '2010s trials', '21st century in Umbria', 'British people murdered abroad', 'Crime in Umbria', 'Deaths by person in Italy', 'Female murder victims', 'Incidents of violence against women', 'British diaspora in Italy', 'Italy–United States relations', 'Murder trials', 'November 2007 crimes', 'November 2007 events in Europe', 'Overturned convictions in Italy', 'Perugia', 'Trials in Italy', 'Violence against women in Italy']"
3,1244,2000s,2009-12,https://en.wikipedia.org/wiki/2000s,"['2000s', '20th century', '21st century', 'Contemporary history', '2000s decade overviews']"
4,1146,2009 Northwest Airlines Flight 253 bombing attempt,2009-12,https://en.wikipedia.org/wiki/2009%20Northwest%20Airlines%20Flight%20253%20bombing%20attempt,"['2009 crimes in the United States', '2009 in Michigan', 'Anwar al-Awlaki', 'Failed airliner bombings', 'Islamic terrorism in the United States', 'Suicide bombings in the United States', 'Terrorist incidents in the United States in 2009', 'Airliner bombings in the United States', 'Attacks in the United States in 2009', 'December 2009 events in the United States', 'Detroit Metropolitan Airport', 'International terrorism', 'Airline occurrences']"
5,919,Elvis Presley,2009-12,https://en.wikipedia.org/wiki/Elvis%20Presley,"['Elvis Presley', '1935 births', '1977 deaths', '1950s in American music', '20th-century American male actors', '20th-century American male singers', '20th-century American philanthropists', '20th-century Christians', 'Accidental deaths in Tennessee', 'Activists for African-American civil rights', 'Activists from Tennessee', 'American baritones', 'American blues singers', 'American car collectors', 'American country singers', 'American gospel singers', 'American Kenpo practitioners', 'American male film actors', 'American male karateka', 'American people of Cherokee descent', 'American people of French descent', 'American people of German descent', 'American people of Norman descent', 'American people of Scotch-Irish descent', 'American people who self-identify as being of Native American descent', 'American performers of Christian music', 'American rhythm and blues singers', 'American rock singers', 'American rockabilly musicians', 'Ballad musicians', 'Blues musicians from Tennessee', 'Burials in Tennessee', 'Country Music Hall of Fame inductees', 'Country musicians from Tennessee', 'Deaths from cardiomyopathy', 'Grammy Lifetime Achievement Award winners', 'Humes High School alumni', 'Las Vegas shows', 'Male actors from Memphis, Tennessee', 'Male Western (genre) film actors', 'Military personnel from Tennessee', 'Military personnel of the Cold War', 'Mississippi Blues Trail', 'Musicians from Las Vegas', 'Musicians from Palm Springs, California', 'Obscenity controversies in music', 'Paramount Pictures contract players', 'Pentecostals from Mississippi', 'Pentecostals from Tennessee', 'People associated with firearms', 'People from Bad Nauheim', 'People from Tupelo, Mississippi', 'Philanthropists from Tennessee', 'Presidential Medal of Freedom recipients', 'RCA Victor artists', 'Rock and roll musicians', 'Singers from Memphis, Tennessee', 'Southern gospel performers', 'Sun Records artists', 'Tank personnel', 'Traditional pop music singers', 'Twin people from the United States', 'United States Army non-commissioned officers', 'World record holders']"
0,4131,2010 Haiti earthquake,2010-01,https://en.wikipedia.org/wiki/2010%20Haiti%20earthquake,"['2010 Haiti earthquake', '2010 earthquakes', '2010 in Haiti', '2010 tsunamis', 'Earthquakes in Haiti', 'January 2010 events in North America', 'Buried rupture earthquakes']"
2,1671,Avatar (2009 film),2010-01,https://en.wikipedia.org/wiki/Avatar%20(2009%20film),"['2009 films', 'Avatar (2009 film)', '2009 3D films', '2000s science fiction action films', 'American science fiction adventure films', '2000s action adventure films', '20th Century Fox films', 'American 3D films', 'American epic films', 'American science fiction action films', 'BAFTA winners (films)', 'Best Drama Picture Golden Globe winners', 'Dune Entertainment films', '2000s English-language films', 'Environmental films', 'Fictional-language films', 'Films scored by James Horner', 'Films about cloning', 'Films about extraterrestrial life', 'Films about paraplegics or quadriplegics', 'Films about rebellions', 'Films about technology', 'Films about telepresence', 'Films directed by James Cameron', 'Films produced by James Cameron', 'Films produced by Jon Landau', 'Films set in the 22nd century', 'Films set on fictional moons', 'Films shot in Los Angeles', 'Films shot in Hawaii', 'Films shot in New Zealand', 'Films that won the Best Visual Effects Academy Award', 'Films whose art director won the Best Art Direction Academy Award', 'Films whose cinematographer won the Best Cinematography Academy Award', 'Films whose director won the Best Director Golden Globe', 'Holography in films', 'IMAX films', 'Lightstorm Entertainment films', 'Military science fiction films', 'Films using motion capture', 'Planetary romances', 'Fiction about rebellions', 'Rotoscoped films', 'Science fiction war films', 'Films with screenplays by James Cameron', 'Social science fiction films', 'American space adventure films', 'Transhumanism in film', 'Films about consciousness transfer', 'American action adventure films', 'Films set in forests', 'Fiction set in the 2140s', 'Fiction set in the 2150s', '2009 science fiction films', 'Golden Eagle Award (Russia) for Best Foreign Language Film winners', 'Works subject to a lawsuit']"
3,1642,2010 Africa Cup of Nations,2010-01,https://en.wikipedia.org/wiki/2010%20Africa%20Cup%20of%20Nations,"['2010 Africa Cup of Nations', 'International association football competitions hosted by Angola', '2010 in African football', 'Africa Cup of Nations tournaments', '2010 in Angolan football', 'January 2010 sports events in Africa']"
4,1389,Elvis Presley,2010-01,https://en.wikipedia.org/wiki/Elvis%20Presley,"['Elvis Presley', '1935 births', '1977 deaths', '1950s in American music', '20th-century American male actors', '20th-century American male singers', '20th-century American philanthropists', '20th-century Christians', 'Accidental deaths in Tennessee', 'Activists for African-American civil rights', 'Activists from Tennessee', 'American baritones', 'American blues singers', 'American car collectors', 'American country singers', 'American gospel singers', 'American Kenpo practitioners', 'American male film actors', 'American male karateka', 'American people of Cherokee descent', 'American people of French descent', 'American people of German descent', 'American people of Norman descent', 'American people of Scotch-Irish descent', 'American people who self-identify as being of Native American descent', 'American performers of Christian music', 'American rhythm and blues singers', 'American rock singers', 'American rockabilly musicians', 'Ballad musicians', 'Blues musicians from Tennessee', 'Burials in Tennessee', 'Country Music Hall of Fame inductees', 'Country musicians from Tennessee', 'Deaths from cardiomyopathy', 'Grammy Lifetime Achievement Award winners', 'Humes High School alumni', 'Las Vegas shows', 'Male actors from Memphis, Tennessee', 'Male Western (genre) film actors', 'Military personnel from Tennessee', 'Military personnel of the Cold War', 'Mississippi Blues Trail', 'Musicians from Las Vegas', 'Musicians from Palm Springs, California', 'Obscenity controversies in music', 'Paramount Pictures contract players', 'Pentecostals from Mississippi', 'Pentecostals from Tennessee', 'People associated with firearms', 'People from Bad Nauheim', 'People from Tupelo, Mississippi', 'Philanthropists from Tennessee', 'Presidential Medal of Freedom recipients', 'RCA Victor artists', 'Rock and roll musicians', 'Singers from Memphis, Tennessee', 'Southern gospel performers', 'Sun Records artists', 'Tank personnel', 'Traditional pop music singers', 'Twin people from the United States', 'United States Army non-commissioned officers', 'World record holders']"
5,1286,2010 Australian Open,2010-01,https://en.wikipedia.org/wiki/2010%20Australian%20Open,"['2010 Australian Open', '2010 in Australian tennis', '2010 ATP World Tour', '2010 WTA Tour', 'January 2010 sports events in Australia', '2010s in Melbourne']"
1,956,2010 Chile earthquake,2010-02,https://en.wikipedia.org/wiki/2010%20Chile%20earthquake,"['2010 Chile earthquake', '2010 tsunamis', '2010 in French Polynesia', 'History of Biobío Region', 'History of Maule Region', 'Tsunamis in Chile', 'February 2010 events in South America', 'History of Ñuble Region', 'Modern history of Chile']"
2,951,2010 Winter Olympics,2010-02,https://en.wikipedia.org/wiki/2010%20Winter%20Olympics,"['2010 Winter Olympics', '2010 in Canadian sports', '2010 in winter sports', '2010 in multi-sport events', 'Winter multi-sport events in Canada', 'Olympic Games in Canada', 'Sports competitions in Vancouver', 'Winter Olympics by year', 'February 2010 sports events in Canada', '2010s in Vancouver']"
3,833,Vladimir Horowitz discography,2010-02,https://en.wikipedia.org/wiki/Vladimir%20Horowitz%20discography,"['Vladimir Horowitz', 'Discographies of classical pianists']"
4,805,Telephone (song),2010-02,https://en.wikipedia.org/wiki/Telephone%20(song),"['2009 songs', '2010 singles', 'Beyoncé songs', 'Dance-pop songs', 'European Hot 100 Singles number-one singles', 'Interscope Records singles', 'Irish Singles Chart number-one singles', 'Lady Gaga songs', 'Music video controversies', 'Music videos directed by Jonas Åkerlund', 'Number-one singles in Denmark', 'Number-one singles in Greece', 'Number-one singles in Hungary', 'Number-one singles in Israel', 'Number-one singles in Norway', 'Number-one singles in Scotland', 'Song recordings produced by Lady Gaga', 'Song recordings produced by Rodney Jerkins', 'Songs about telephone calls', 'Songs about telephones', 'Songs about nightclubs', 'Songs written by Beyoncé', 'Songs written by Lady Gaga', 'Songs written by LaShawn Daniels', 'Songs written by Rodney Jerkins', 'UK Singles Chart number-one singles', 'Ultratop 50 Singles (Flanders) number-one singles', 'Ultratop 50 Singles (Wallonia) number-one singles']"
5,784,2010 Austin suicide attack,2010-02,https://en.wikipedia.org/wiki/2010%20Austin%20suicide%20attack,"['Attacks in 2010', '2010 murders in the United States', 'Terrorist incidents in the United States in 2010', 'Disasters in Austin, Texas', 'Internal Revenue Service', 'Murder–suicides in Texas', 'Suicides in Texas', 'Tax resistance in the United States', 'Aviation accidents and incidents in the United States in 2010', 'Aviation accidents and incidents in Texas', '2010 in Texas', 'Murder in Texas', 'Terrorist incidents in Texas', 'Crimes in Austin, Texas', 'Attacks in the United States in 2010', 'February 2010 events in the United States', '2010 suicides']"
1,1123,Dancing with the Stars (American season 10),2010-03,https://en.wikipedia.org/wiki/Dancing%20with%20the%20Stars%20(American%20season%2010),"['Dancing with the Stars (American TV series)', '2010 American television seasons']"
2,1102,Affordable Care Act,2010-03,https://en.wikipedia.org/wiki/Affordable%20Care%20Act,"['Affordable Care Act', 'Excises', 'Healthcare reform legislation in the United States', 'Internal Revenue Code', 'Internal Revenue Service', 'Obama administration controversies', 'Presidency of Barack Obama', 'United States federal health legislation', 'Omnibus legislation', 'Acts of the 111th United States Congress', 'March 2010 events in the United States']"
3,1002,Catholic Church,2010-03,https://en.wikipedia.org/wiki/Catholic%20Church,"['Catholic Church', 'Christian organizations established in the 1st century', 'International Christian organizations', 'Western culture', 'Religious organizations based in Vatican City']"
4,976,2010 Indian Premier League,2010-03,https://en.wikipedia.org/wiki/2010%20Indian%20Premier%20League,"['2010 Indian Premier League', 'Indian Premier League seasons']"
5,961,Coach Trip (series 4),2010-03,https://en.wikipedia.org/wiki/Coach%20Trip%20(series%204),"['Coach Trip', '2010 British television seasons', 'Coach Trip series', 'Portsmouth', 'Television shows set in Austria', 'Television shows set in Bulgaria', 'Television shows set in Croatia', 'Television shows set in France', 'Television shows set in Greece', 'Television shows set in Hampshire', 'Television shows set in Italy', 'Television shows set in Serbia', 'Television shows set in Slovenia', 'Television shows set in Switzerland', 'Television shows set in Tunisia', 'Television shows set in Turkey']"
0,2416,Smolensk air disaster,2010-04,https://en.wikipedia.org/wiki/Smolensk%20air%20disaster,"['Smolensk air disaster', 'Aviation accidents and incidents in Russia', 'Aviation accidents and incidents in 2010', 'Airliner accidents and incidents involving controlled flight into terrain', '2010 in international relations', 'Aviation accidents and incidents involving state leaders', 'Poland–Russia relations', 'Polish Air Force', 'Smolensk', 'Accidents and incidents involving the Tupolev Tu-154', 'Aviation accident investigations with disputed causes', '2010 in Poland', '2010 disasters in Russia', 'Controversies in Poland', 'April 2010 events in Russia']"
2,1456,Air travel disruption after the 2010 Eyjafjallajökull eruption,2010-04,https://en.wikipedia.org/wiki/Air%20travel%20disruption%20after%20the%202010%20Eyjafjallaj%C3%B6kull%20eruption,"['2010 in Europe', '2010 in aviation', '2010 natural disasters', 'Aviation accidents and incidents in Europe', 'Eyjafjallajökull', 'Weather hazards', 'Airliner accidents and incidents caused by volcanic events', 'Aviation accidents and incidents in 2010']"
3,1243,2010 Indian Premier League,2010-04,https://en.wikipedia.org/wiki/2010%20Indian%20Premier%20League,"['2010 Indian Premier League', 'Indian Premier League seasons']"
4,1081,Deadliest Warrior,2010-04,https://en.wikipedia.org/wiki/Deadliest%20Warrior,"['Spike (TV network) original programming', '2009 American television series debuts', 'Historical television series', '2011 American television series endings', 'Television shows about weaponry', 'Television shows adapted into video games', 'Fiction about death games']"
5,991,2010 eruptions of Eyjafjallajökull,2010-04,https://en.wikipedia.org/wiki/2010%20eruptions%20of%20Eyjafjallaj%C3%B6kull,"['2010 in aviation', '2010 in Iceland', '2010 natural disasters', '21st-century volcanic events', 'Eyjafjallajökull', 'East Volcanic Zone of Iceland', 'Volcanic eruptions in Iceland', 'March 2010 events in Europe', 'April 2010 events in Europe', 'May 2010 events in Europe', 'June 2010 events in Europe', 'VEI-4 eruptions', 'Strombolian eruptions', 'Vulcanian eruptions', 'Natural disasters in Iceland']"
0,1975,Deepwater Horizon oil spill,2010-05,https://en.wikipedia.org/wiki/Deepwater%20Horizon%20oil%20spill,"['Deepwater Horizon oil spill', 'Oil platform disasters in the United States', 'Oil spills in the United States', 'Explosions in the United States', '2010 controversies', '2010 disasters in the United States', '2010 industrial disasters', '2010 in the environment', 'Oil spills in the Gulf of Mexico', 'Maritime incidents in 2010', 'Disasters in Louisiana', 'Obama administration controversies', 'BP', 'Transocean', 'Halliburton', 'April 2010 events in North America', 'April 2010 events in the United States', '2010 in Louisiana']"
1,1713,2010 IIHF World Championship,2010-05,https://en.wikipedia.org/wiki/2010%20IIHF%20World%20Championship,"['2010 IIHF World Championship', 'IIHF World Championship', ""2010 IIHF Men's World Ice Hockey Championships"", '2009–10 in German ice hockey', '2010 in ice hockey', 'International ice hockey competitions hosted by Germany', 'May 2010 sports events in Germany', '2010s in North Rhine-Westphalia', '2010s in Baden-Württemberg', 'Sports competitions in Gelsenkirchen', 'Sports competitions in Mannheim', '21st century in Gelsenkirchen', '21st century in Mannheim']"
2,1678,2010 United Kingdom general election,2010-05,https://en.wikipedia.org/wiki/2010%20United%20Kingdom%20general%20election,"['2010 United Kingdom general election', 'General elections to the Parliament of the United Kingdom', '2010 elections in the United Kingdom', 'May 2010 events in the United Kingdom']"
3,1496,Gaza flotilla raid,2010-05,https://en.wikipedia.org/wiki/Gaza%20flotilla%20raid,"['Gaza flotilla raid', 'Cross-border operations', 'Greece–Israel relations', 'International maritime incidents', 'Israel–Turkey relations', 'Military scandals', 'Operations involving Israeli special forces', 'Political activism', 'Military raids', 'Maritime incidents in 2010', '2010 in the Gaza Strip', '2010 in international relations', 'Recep Tayyip Erdoğan controversies', 'May 2010 events in Asia']"
4,1341,Iron Man 2,2010-05,https://en.wikipedia.org/wiki/Iron%20Man%202,"['2010 films', '2010 science fiction action films', '2010 science fiction films', '2010s adventure films', '2010s superhero films', 'American films about revenge', 'American science fiction action films', 'American science fiction adventure films', 'American sequel films', 'Drone films', '2010s English-language films', 'Films about technological impact', 'Films directed by Jon Favreau', 'Films scored by John Debney', 'Films set in California', 'Films set in Los Angeles', 'Films set in Monaco', 'Films set in New Mexico', 'Films set in Queens, New York', 'Films shot in California', 'Films shot in Los Angeles', 'Films with screenplays by Justin Theroux', 'IMAX films', 'Iron Man (film series)', 'Marvel Cinematic Universe: Phase One films', 'Paramount Pictures films']"
0,3961,Gaza flotilla raid,2010-06,https://en.wikipedia.org/wiki/Gaza%20flotilla%20raid,"['Gaza flotilla raid', 'Cross-border operations', 'Greece–Israel relations', 'International maritime incidents', 'Israel–Turkey relations', 'Military scandals', 'Operations involving Israeli special forces', 'Political activism', 'Military raids', 'Maritime incidents in 2010', '2010 in the Gaza Strip', '2010 in international relations', 'Recep Tayyip Erdoğan controversies', 'May 2010 events in Asia']"
2,1756,2010 FIFA World Cup,2010-06,https://en.wikipedia.org/wiki/2010%20FIFA%20World%20Cup,"['2010 FIFA World Cup', '2010 in association football', '2009–10 in South African soccer', 'FIFA World Cup tournaments', 'International association football competitions hosted by South Africa', 'June 2010 sports events in Africa', 'July 2010 sports events in Africa']"
3,1635,Deepwater Horizon oil spill,2010-06,https://en.wikipedia.org/wiki/Deepwater%20Horizon%20oil%20spill,"['Deepwater Horizon oil spill', 'Oil platform disasters in the United States', 'Oil spills in the United States', 'Explosions in the United States', '2010 controversies', '2010 disasters in the United States', '2010 industrial disasters', '2010 in the environment', 'Oil spills in the Gulf of Mexico', 'Maritime incidents in 2010', 'Disasters in Louisiana', 'Obama administration controversies', 'BP', 'Transocean', 'Halliburton', 'April 2010 events in North America', 'April 2010 events in the United States', '2010 in Louisiana']"
4,1069,List of Toy Story characters,2010-06,https://en.wikipedia.org/wiki/List%20of%20Toy%20Story%20characters,"['Lists of Disney animated film characters', 'Toy Story characters']"
5,1047,2010 Wimbledon Championships,2010-06,https://en.wikipedia.org/wiki/2010%20Wimbledon%20Championships,"['2010 Wimbledon Championships', '2010 sports events in London', '2010 in tennis', 'June 2010 sports events in the United Kingdom', 'July 2010 sports events in the United Kingdom']"
1,1606,Paul the Octopus,2010-07,https://en.wikipedia.org/wiki/Paul%20the%20Octopus,"['2008 animal births', '2010 animal deaths', '2010 FIFA World Cup', 'Oracular animals', 'Germany at the 2010 FIFA World Cup', 'Individual octopuses', 'Germany at UEFA Euro 2008', 'Individual animals in Germany', 'Individual animals in the United Kingdom', 'Oberhausen']"
2,1275,Miss Universe 2010,2010-07,https://en.wikipedia.org/wiki/Miss%20Universe%202010,"['Miss Universe', '2010 beauty pageants', 'Beauty pageants in the United States', '2010 in Nevada', 'Events in Las Vegas', 'August 2010 events in the United States']"
3,1066,Pro Evolution Soccer 2011,2010-07,https://en.wikipedia.org/wiki/Pro%20Evolution%20Soccer%202011,"['2010 video games', 'Android (operating system) games', 'IOS games', 'PlayStation 2 games', 'PlayStation 3 games', 'PlayStation Portable games', 'Pro Evolution Soccer', 'Sports video games with career mode', 'Video games developed in Japan', 'Wii games', 'Windows games', 'Xbox 360 games']"
4,999,Inception,2010-07,https://en.wikipedia.org/wiki/Inception,"['2010 films', '2010 action thriller films', '2010s action adventure films', '2010 psychological thriller films', '2010 science fiction action films', 'American psychological thriller films', 'American action adventure films', 'American action thriller films', 'American science fiction action films', 'Science fiction adventure films', 'American science fiction thriller films', 'BAFTA winners (films)', 'British psychological thriller films', 'British action adventure films', 'British action thriller films', 'British science fiction action films', 'British science fiction thriller films', 'D-Box motion-enhanced films', 'Films about dreams', 'Films about telepresence', 'Films about widowhood', 'Films directed by Christopher Nolan', 'Films produced by Christopher Nolan', 'Films produced by Emma Thomas', 'Films set in Japan', 'Films set in Kenya', 'Films set in Los Angeles', 'Films set in Paris', 'Films set in Sydney', 'Films shot in Alberta', 'Films shot in Bedfordshire', 'Films shot in California', 'Films shot in London', 'Films shot in Morocco', 'Films shot in Paris', 'Films shot in Tokyo', 'Films shot in the United Kingdom', 'Films that won the Best Sound Editing Academy Award', 'Films that won the Best Sound Mixing Academy Award', 'Films that won the Best Visual Effects Academy Award', 'Films whose cinematographer won the Best Cinematography Academy Award', 'American heist films', 'Hugo Award for Best Dramatic Presentation, Long Form winning works', 'IMAX films', 'Legendary Pictures films', 'Films with screenplays by Christopher Nolan', 'Syncopy Inc. films', 'Warner Bros. films', 'Czech Lion Awards winners (films)', 'Philosophical fiction', 'Films about suicide', 'Films about businesspeople', 'Films about architecture', 'Films scored by Hans Zimmer', '2010s English-language films']"
5,998,2010 FIFA World Cup,2010-07,https://en.wikipedia.org/wiki/2010%20FIFA%20World%20Cup,"['2010 FIFA World Cup', '2010 in association football', '2009–10 in South African soccer', 'FIFA World Cup tournaments', 'International association football competitions hosted by South Africa', 'June 2010 sports events in Africa', 'July 2010 sports events in Africa']"
1,1425,Park51,2010-08,https://en.wikipedia.org/wiki/Park51,"['Aftermath of the September 11 attacks', 'Religious buildings and structures in Manhattan', 'Freedom of expression', 'Mosque-related controversies', 'Proposed buildings and structures in New York City', 'Proposed mosques', 'Islam-related controversies in North America', 'Islam and politics']"
2,1251,Inception,2010-08,https://en.wikipedia.org/wiki/Inception,"['2010 films', '2010 action thriller films', '2010s action adventure films', '2010 psychological thriller films', '2010 science fiction action films', 'American psychological thriller films', 'American action adventure films', 'American action thriller films', 'American science fiction action films', 'Science fiction adventure films', 'American science fiction thriller films', 'BAFTA winners (films)', 'British psychological thriller films', 'British action adventure films', 'British action thriller films', 'British science fiction action films', 'British science fiction thriller films', 'D-Box motion-enhanced films', 'Films about dreams', 'Films about telepresence', 'Films about widowhood', 'Films directed by Christopher Nolan', 'Films produced by Christopher Nolan', 'Films produced by Emma Thomas', 'Films set in Japan', 'Films set in Kenya', 'Films set in Los Angeles', 'Films set in Paris', 'Films set in Sydney', 'Films shot in Alberta', 'Films shot in Bedfordshire', 'Films shot in California', 'Films shot in London', 'Films shot in Morocco', 'Films shot in Paris', 'Films shot in Tokyo', 'Films shot in the United Kingdom', 'Films that won the Best Sound Editing Academy Award', 'Films that won the Best Sound Mixing Academy Award', 'Films that won the Best Visual Effects Academy Award', 'Films whose cinematographer won the Best Cinematography Academy Award', 'American heist films', 'Hugo Award for Best Dramatic Presentation, Long Form winning works', 'IMAX films', 'Legendary Pictures films', 'Films with screenplays by Christopher Nolan', 'Syncopy Inc. films', 'Warner Bros. films', 'Czech Lion Awards winners (films)', 'Philosophical fiction', 'Films about suicide', 'Films about businesspeople', 'Films about architecture', 'Films scored by Hans Zimmer', '2010s English-language films']"
3,1061,Big Time Rush,2010-08,https://en.wikipedia.org/wiki/Big%20Time%20Rush,"['Big Time Rush', '2000s American comedy television series', '2010s American comedy television series', '2000s American music television series', '2010s American music television series', '2009 American television series debuts', '2013 American television series endings', 'English-language television shows', 'Television shows set in Los Angeles', '2000s Nickelodeon original programming', '2010s Nickelodeon original programming', 'Sony Music', 'Television series about brothers', 'Television series about families', 'Television series created by Scott Fellows', 'Television shows set in Minnesota', 'Television shows filmed in Minnesota', 'Television series about fictional musicians', 'Films about boy bands']"
4,1032,List of Big Time Rush episodes,2010-08,https://en.wikipedia.org/wiki/List%20of%20Big%20Time%20Rush%20episodes,"['Lists of American sitcom episodes', 'Lists of Nickelodeon television series episodes', 'Big Time Rush episodes']"
5,1001,2010 Pakistan floods,2010-08,https://en.wikipedia.org/wiki/2010%20Pakistan%20floods,"['2010 floods', 'Floods in Pakistan', '2010 disasters in Pakistan', '2010 meteorology', 'History of Khyber Pakhtunkhwa', 'History of Sindh (1947–present)', 'History of Punjab, Pakistan (1947–present)', 'History of Balochistan, Pakistan (1947–present)', 'Government of Yousaf Raza Gillani']"
0,1823,2010 Atlantic hurricane season,2010-09,https://en.wikipedia.org/wiki/2010%20Atlantic%20hurricane%20season,"['2010 Atlantic hurricane season', 'Atlantic hurricane seasons', 'Tropical cyclones in 2010']"
