,level_0,index,date,user,change_amt,year,running_count
3371,3371,2535,2007-04-18 00:21:00,24.20.69.240,-125,2007,42609
3372,3372,2534,2007-04-18 00:21:00,Rdfox 76,-16,2007,42593
3373,3377,2533,2007-04-18 00:22:00,Swatjester,266,2007,42859
3374,3373,2529,2007-04-18 00:22:00,67.83.128.225,-169,2007,42690
3375,3374,2530,2007-04-18 00:22:00,MoRsE,18,2007,42708
3376,3375,2531,2007-04-18 00:22:00,Rooot,0,2007,42708
3377,3376,2532,2007-04-18 00:22:00,BorgQueen,12,2007,42720
3378,3378,2528,2007-04-18 00:23:00,Natalie Erin,169,2007,42889
3379,3380,2526,2007-04-18 00:24:00,24.20.82.115,5,2007,42894
3380,3379,2527,2007-04-18 00:24:00,Topatientlyexplain,-4,2007,42890
3381,3381,2525,2007-04-18 00:25:00,MoRsE,43,2007,42933
3382,3382,2524,2007-04-18 00:25:00,Swatjester,0,2007,42933
3383,3383,2523,2007-04-18 00:25:00,Rawrthness,11,2007,42944
3384,3391,2522,2007-04-18 00:26:00,Swatjester,-5,2007,42939
3385,3392,2518,2007-04-18 00:26:00,Evil Monkey,8,2007,42947
3386,3389,2519,2007-04-18 00:26:00,RichardWeiss,45,2007,42992
3387,3388,2521,2007-04-18 00:26:00,Hdt83,0,2007,42992
3388,3390,2520,2007-04-18 00:26:00,Tango,1,2007,42993
3389,3386,2516,2007-04-18 00:26:00,71.108.148.178,272,2007,43265
3390,3385,2515,2007-04-18 00:26:00,Just Chilling,0,2007,43265
3391,3384,2514,2007-04-18 00:26:00,Rdfox 76,99,2007,43364
3392,3387,2517,2007-04-18 00:26:00,MoRsE,19,2007,43383
3393,3393,2513,2007-04-18 00:27:00,71.108.148.178,0,2007,43383
3394,3394,2512,2007-04-18 00:27:00,Zytron,85,2007,43468
3395,3395,2511,2007-04-18 00:27:00,Rooot,0,2007,43468
3396,3400,2510,2007-04-18 00:28:00,71.108.148.178,-53,2007,43415
3397,3396,2505,2007-04-18 00:28:00,Tim Q. Wells,-21,2007,43394
3398,3397,2506,2007-04-18 00:28:00,RichardWeiss,1,2007,43395
3399,3398,2507,2007-04-18 00:28:00,MoRsE,19,2007,43414
3400,3399,2509,2007-04-18 00:28:00,Rawrthness,2,2007,43416
3401,3401,2508,2007-04-18 00:28:00,76.189.141.148,-1,2007,43415
3402,3406,2500,2007-04-18 00:29:00,BorgQueen,0,2007,43415
3403,3405,2501,2007-04-18 00:29:00,RichardWeiss,4,2007,43419
3404,3404,2502,2007-04-18 00:29:00,65.189.129.140,0,2007,43419
3405,3403,2503,2007-04-18 00:29:00,Rawrthness,4,2007,43423
3406,3402,2504,2007-04-18 00:29:00,FlyingLeopard2014,72,2007,43495
3407,3407,2496,2007-04-18 00:30:00,Cherylyoung,140,2007,43635
3408,3408,2499,2007-04-18 00:30:00,BorgQueen,-4,2007,43631
3409,3409,2498,2007-04-18 00:30:00,Natalie Erin,-3,2007,43628
3410,3410,2497,2007-04-18 00:30:00,Evolt,-18,2007,43610
3411,3411,2494,2007-04-18 00:31:00,BorgQueen,13,2007,43623
3412,3412,2495,2007-04-18 00:31:00,Johnpseudo,1,2007,43624
3413,3413,2493,2007-04-18 00:31:00,Natalie Erin,24,2007,43648
3414,3415,2491,2007-04-18 00:32:00,Hdt83,9,2007,43657
3415,3414,2492,2007-04-18 00:32:00,Jakedaniel,-200,2007,43457
3416,3416,2490,2007-04-18 00:33:00,Hdt83,200,2007,43657
3417,3417,2489,2007-04-18 00:33:00,RebelAt,4,2007,43661
3418,3418,2488,2007-04-18 00:33:00,Tim Q. Wells,0,2007,43661
3419,3419,2487,2007-04-18 00:34:00,Itsgeneb,1,2007,43662
3420,3420,2486,2007-04-18 00:34:00,Kntrabssi,-200,2007,43462
3421,3421,2485,2007-04-18 00:34:00,MoRsE,65,2007,43527
3422,3422,2484,2007-04-18 00:36:00,BorgQueen,0,2007,43527
3423,3423,2483,2007-04-18 00:36:00,DannyBoy7783,0,2007,43527
3424,3425,2482,2007-04-18 00:37:00,G4rce,1,2007,43528
3425,3424,2481,2007-04-18 00:37:00,TheLeopard,0,2007,43528
3426,3427,2479,2007-04-18 00:38:00,Cherylyoung,208,2007,43736
3427,3426,2480,2007-04-18 00:38:00,Dcandeto,-73,2007,43663
3428,3428,2478,2007-04-18 00:39:00,Spoon!,4,2007,43667
3429,3429,2477,2007-04-18 00:39:00,Magmafox,1,2007,43668
3430,3430,2476,2007-04-18 00:39:00,Karrmann,-6,2007,43662
3431,3431,2475,2007-04-18 00:41:00,MoRsE,-288,2007,43374
3432,3432,2474,2007-04-18 00:41:00,Cherylyoung,0,2007,43374
3433,3433,2473,2007-04-18 00:41:00,Swatjester,0,2007,43374
3434,3434,2471,2007-04-18 00:42:00,TheLeopard,-1,2007,43373
3435,3435,2472,2007-04-18 00:42:00,Bufsabres2007,37,2007,43410
3436,3436,2470,2007-04-18 00:43:00,Y2kcrazyjoker4,1,2007,43411
3437,3439,2469,2007-04-18 00:44:00,Jdcooper,0,2007,43411
3438,3437,2468,2007-04-18 00:44:00,Karrmann,100,2007,43511
3439,3438,2467,2007-04-18 00:44:00,Y2kcrazyjoker4,2,2007,43513
3440,3440,2466,2007-04-18 00:45:00,BorgQueen,0,2007,43513
3441,3441,2465,2007-04-18 00:45:00,ColeMan6595,1,2007,43514
3442,3442,2464,2007-04-18 00:45:00,BorgQueen,-1,2007,43513
3443,3443,2463,2007-04-18 00:45:00,Karrmann,89,2007,43602
3444,3446,2461,2007-04-18 00:49:00,Gbms86,23,2007,43625
3445,3444,2459,2007-04-18 00:49:00,Karrmann,11,2007,43636
3446,3445,2462,2007-04-18 00:49:00,Karrmann,0,2007,43636
3447,3447,2460,2007-04-18 00:49:00,CanadianCaesar,-6,2007,43630
3448,3449,2457,2007-04-18 00:50:00,Swatjester,255,2007,43885
3449,3448,2458,2007-04-18 00:50:00,SouthernNights,13,2007,43898
3450,3450,2456,2007-04-18 00:51:00,Chubberi,15,2007,43913
3451,3451,2455,2007-04-18 00:51:00,Karrmann,20,2007,43933
3452,3452,2454,2007-04-18 00:52:00,Halosniper5,-74,2007,43859
3453,3453,2453,2007-04-18 00:54:00,DES2928,284,2007,44143
3454,3454,2452,2007-04-18 00:54:00,Mithent,-13,2007,44130
3455,3455,2449,2007-04-18 00:55:00,Karrmann,-6,2007,44124
3456,3456,2450,2007-04-18 00:55:00,Mithent,-2,2007,44122
3457,3457,2451,2007-04-18 00:55:00,Karrmann,6,2007,44128
3458,3459,2447,2007-04-18 00:57:00,Swatjester,390,2007,44518
3459,3458,2448,2007-04-18 00:57:00,B,113,2007,44631
3460,3460,2446,2007-04-18 00:58:00,Cpoupart,79,2007,44710
3461,3461,2445,2007-04-18 00:58:00,DES2928,41,2007,44751
3462,3462,2444,2007-04-18 00:59:00,Rdfox 76,-79,2007,44672
3463,3463,2443,2007-04-18 00:59:00,DES2928,13,2007,44685
3464,3464,2442,2007-04-18 01:00:00,Bufsabres2007,79,2007,44764
3465,3465,2441,2007-04-18 01:00:00,SouthernNights,49,2007,44813
3466,3466,2438,2007-04-18 01:01:00,Swatjester,191,2007,45004
3467,3467,2440,2007-04-18 01:01:00,RattleMan,-38,2007,44966
3468,3468,2439,2007-04-18 01:01:00,Bufsabres2007,-79,2007,44887
3469,3469,2437,2007-04-18 01:02:00,Fvasconcellos,2,2007,44889
3470,3470,2436,2007-04-18 01:02:00,B,4,2007,44893
3471,3471,2435,2007-04-18 01:06:00,Wittylama,16,2007,44909
3472,3472,2434,2007-04-18 01:07:00,DXRAW,89,2007,44998
3473,3473,2433,2007-04-18 01:09:00,Arbustoo,0,2007,44998
3474,3474,2432,2007-04-18 01:12:00,Rdfox 76,0,2007,44998
3475,3475,2431,2007-04-18 01:14:00,AstroHurricane001,18,2007,45016
3476,3476,2428,2007-04-18 01:15:00,B,-2,2007,45014
3477,3477,2427,2007-04-18 01:15:00,Pimemorizer,0,2007,45014
3478,3478,2430,2007-04-18 01:15:00,SouthernNights,-14,2007,45000
3479,3479,2429,2007-04-18 01:15:00,HeirToPendragon,-4,2007,44996
3480,3482,2424,2007-04-18 01:17:00,Sox23,11,2007,45007
3481,3481,2425,2007-04-18 01:17:00,SouthernNights,-167,2007,44840
3482,3480,2426,2007-04-18 01:17:00,Swatjester,464,2007,45304
3483,3483,2423,2007-04-18 01:18:00,SouthernNights,-171,2007,45133
3484,3484,2422,2007-04-18 01:18:00,Swatjester,58,2007,45191
3485,3485,2421,2007-04-18 01:19:00,Swatjester,-2,2007,45189
3486,3486,2420,2007-04-18 01:20:00,SouthernNights,-14,2007,45175
3487,3487,2419,2007-04-18 01:20:00,Retired username,194,2007,45369
3488,3488,2418,2007-04-18 01:22:00,Flamebroil,340,2007,45709
3489,3489,2417,2007-04-18 01:22:00,Efrafra,-490,2007,45219
3490,3490,2416,2007-04-18 01:23:00,Efrafra,-10,2007,45209
3491,3491,2415,2007-04-18 01:23:00,Retired username,1,2007,45210
3492,3493,2413,2007-04-18 01:24:00,SouthernNights,499,2007,45709
3493,3492,2414,2007-04-18 01:24:00,RisingStar,30,2007,45739
3494,3494,2412,2007-04-18 01:24:00,RisingStar,2,2007,45741
3495,3496,2410,2007-04-18 01:25:00,Mikethegreen,8,2007,45749
3496,3495,2411,2007-04-18 01:25:00,SouthernNights,0,2007,45749
3497,3497,2409,2007-04-18 01:26:00,Retired username,0,2007,45749
3498,3498,2408,2007-04-18 01:26:00,Retired username,1,2007,45750
3499,3499,2407,2007-04-18 01:27:00,Penwhale,-59,2007,45691
3500,3500,2406,2007-04-18 01:28:00,The Dover Demon,1,2007,45692
3501,3501,2403,2007-04-18 01:32:00,Gdo01,207,2007,45899
3502,3502,2405,2007-04-18 01:32:00,Xasthuresque,24,2007,45923
3503,3503,2404,2007-04-18 01:32:00,Rdfox 76,-231,2007,45692
3504,3505,2402,2007-04-18 01:33:00,Tux256ac,-65,2007,45627
3505,3504,2401,2007-04-18 01:33:00,Sl91607,244,2007,45871
3506,3506,2399,2007-04-18 01:34:00,Kardrak,53,2007,45924
3507,3507,2400,2007-04-18 01:34:00,MiFeinberg,245,2007,46169
3508,3508,2398,2007-04-18 01:35:00,Swatjester,0,2007,46169
3509,3509,2397,2007-04-18 01:36:00,Swatjester,-3,2007,46166
3510,3510,2396,2007-04-18 01:37:00,Slo-mo,4,2007,46170
3511,3511,2395,2007-04-18 01:37:00,Xasthuresque,-35,2007,46135
3512,3514,2392,2007-04-18 01:38:00,MiFeinberg,7,2007,46142
3513,3512,2394,2007-04-18 01:38:00,Swatjester,14,2007,46156
3514,3513,2393,2007-04-18 01:38:00,Rukiddingme?,-19,2007,46137
3515,3516,2390,2007-04-18 01:39:00,Rukiddingme?,-42,2007,46095
3516,3517,2391,2007-04-18 01:39:00,Swatjester,59,2007,46154
3517,3515,2389,2007-04-18 01:39:00,Retired username,-58,2007,46096
3518,3518,2388,2007-04-18 01:40:00,Retired username,16,2007,46112
3519,3519,2387,2007-04-18 01:42:00,Sl91607,-6,2007,46106
3520,3520,2386,2007-04-18 01:42:00,Evil Monkey,0,2007,46106
3521,3521,2385,2007-04-18 01:43:00,Mikethegreen,303,2007,46409
3522,3522,2384,2007-04-18 01:43:00,ScottyWZ,1,2007,46410
3523,3523,2383,2007-04-18 01:43:00,Evil Monkey,0,2007,46410
3524,3524,2382,2007-04-18 01:44:00,Rukiddingme?,-30,2007,46380
3525,3525,2381,2007-04-18 01:46:00,Osman A,218,2007,46598
3526,3527,2380,2007-04-18 01:47:00,Frozenpandaman,51,2007,46649
3527,3526,2379,2007-04-18 01:47:00,Johntex,20,2007,46669
3528,3528,2375,2007-04-18 01:49:00,Gdo01,0,2007,46669
3529,3529,2378,2007-04-18 01:49:00,Frozenpandaman,0,2007,46669
3530,3530,2377,2007-04-18 01:49:00,MartinBot,0,2007,46669
3531,3531,2374,2007-04-18 01:50:00,Rufus843,0,2007,46669
3532,3532,2373,2007-04-18 01:50:00,Efrafra,482,2007,47151
3533,3533,2372,2007-04-18 01:50:00,B,183,2007,47334
3534,3534,2371,2007-04-18 01:51:00,Rukiddingme?,-45,2007,47289
3535,3535,2370,2007-04-18 01:56:00,Phaedriel,268,2007,47557
3536,3536,2369,2007-04-18 02:00:00,"Hit bull, win steak",408,2007,47965
3537,3537,2366,2007-04-18 02:02:00,OatmealSmith,69,2007,48034
3538,3538,2368,2007-04-18 02:02:00,Chensiyuan,-1,2007,48033
3539,3539,2365,2007-04-18 02:03:00,Chensiyuan,-2,2007,48031
3540,3540,2364,2007-04-18 02:04:00,Chensiyuan,3,2007,48034
3541,3541,2363,2007-04-18 02:07:00,Evil Monkey,6,2007,48040
3542,3542,2362,2007-04-18 02:10:00,Paul Richter,-74,2007,47966
3543,3543,2361,2007-04-18 02:10:00,Silent SAM,-132,2007,47834
3544,3544,2360,2007-04-18 02:11:00,AceYYC,10,2007,47844
3545,3545,2359,2007-04-18 02:12:00,Uthbrian,4,2007,47848
3546,3546,2358,2007-04-18 02:13:00,Ranma9617,4,2007,47852
3547,3547,2357,2007-04-18 02:14:00,Dinomite,0,2007,47852
3548,3548,2356,2007-04-18 02:15:00,Nandesuka,1,2007,47853
3549,3549,2355,2007-04-18 02:15:00,Mercenary2k,0,2007,47853
3550,3550,2354,2007-04-18 02:16:00,Stephen,0,2007,47853
3551,3551,2353,2007-04-18 02:17:00,Dinomite,-2,2007,47851
3552,3552,2352,2007-04-18 02:18:00,Dinomite,1,2007,47852
3553,3553,2351,2007-04-18 02:19:00,Quadratic,-1,2007,47851
3554,3554,2350,2007-04-18 02:19:00,Dinomite,-1,2007,47850
3555,3555,2349,2007-04-18 02:21:00,Donatelo20012000,78,2007,47928
3556,3556,2348,2007-04-18 02:21:00,Zuejay,418,2007,48346
3557,3557,2347,2007-04-18 02:21:00,B,101,2007,48447
3558,3558,2346,2007-04-18 02:22:00,Che829,4,2007,48451
3559,3559,2345,2007-04-18 02:24:00,Mercenary2k,0,2007,48451
3560,3560,2344,2007-04-18 02:25:00,Kntrabssi,193,2007,48644
3561,3561,2343,2007-04-18 02:27:00,Donatelo20012000,122,2007,48766
3562,3562,2341,2007-04-18 02:29:00,Just Chilling,2,2007,48768
3563,3563,2342,2007-04-18 02:29:00,Just Chilling,-20,2007,48748
3564,3564,2340,2007-04-18 02:30:00,Lancedance,-4,2007,48744
3565,3565,2339,2007-04-18 02:31:00,THF,23,2007,48767
3566,3566,2338,2007-04-18 02:31:00,Kntrabssi,-19,2007,48748
3567,3567,2337,2007-04-18 02:32:00,Que-Can,-43,2007,48705
3568,3568,2336,2007-04-18 02:32:00,Lancedance,24,2007,48729
3569,3574,2333,2007-04-18 02:33:00,Evil Monkey,-71,2007,48658
3570,3573,2335,2007-04-18 02:33:00,Kntrabssi,-24,2007,48634
3571,3572,2334,2007-04-18 02:33:00,TK-134,3,2007,48637
3572,3570,2330,2007-04-18 02:33:00,Coemgenus,2,2007,48639
3573,3569,2329,2007-04-18 02:33:00,Donatelo20012000,4,2007,48643
3574,3571,2331,2007-04-18 02:33:00,Lancedance,4,2007,48647
3575,3575,2328,2007-04-18 02:34:00,Just Chilling,8,2007,48655
3576,3576,2327,2007-04-18 02:34:00,HappyCamper,25,2007,48680
3577,3577,2326,2007-04-18 02:34:00,Lancedance,-1,2007,48679
3578,3578,2325,2007-04-18 02:35:00,Articunobird55,125,2007,48804
3579,3579,2324,2007-04-18 02:35:00,Kntrabssi,-124,2007,48680
3580,3580,2323,2007-04-18 02:35:00,Evil Monkey,201,2007,48881
3581,3581,2322,2007-04-18 02:36:00,The Letter J,19,2007,48900
3582,3585,2319,2007-04-18 02:37:00,The Letter J,-19,2007,48881
3583,3584,2321,2007-04-18 02:37:00,Kntrabssi,-4,2007,48877
3584,3583,2320,2007-04-18 02:37:00,TK-134,0,2007,48877
3585,3582,2318,2007-04-18 02:37:00,Kntrabssi,1,2007,48878
3586,3586,2317,2007-04-18 02:38:00,President David Palmer,0,2007,48878
3587,3587,2316,2007-04-18 02:39:00,Markm62,-5,2007,48873
3588,3588,2315,2007-04-18 02:40:00,Thehoagster07,117,2007,48990
3589,3589,2314,2007-04-18 02:40:00,Wordbuilder,-26,2007,48964
3590,3590,2313,2007-04-18 02:43:00,Mercenary2k,0,2007,48964
3591,3591,2312,2007-04-18 02:44:00,Markm62,49,2007,49013
3592,3592,2311,2007-04-18 02:44:00,Mercenary2k,227,2007,49240
3593,3595,2310,2007-04-18 02:45:00,Kntrabssi,150,2007,49390
3594,3594,2309,2007-04-18 02:45:00,Mary8,-5,2007,49385
3595,3593,2308,2007-04-18 02:45:00,Nyttend,-1,2007,49384
3596,3596,2307,2007-04-18 02:46:00,Dan East,3,2007,49387
3597,3597,2306,2007-04-18 02:47:00,Halo,-361,2007,49026
3598,3598,2305,2007-04-18 02:49:00,Mary8,221,2007,49247
3599,3599,2303,2007-04-18 02:50:00,Dan East,25,2007,49272
3600,3600,2304,2007-04-18 02:50:00,Mary8,-1,2007,49271
3601,3601,2302,2007-04-18 02:50:00,Kalmia,14,2007,49285
3602,3602,2301,2007-04-18 02:52:00,Niubrad,4,2007,49289
3603,3603,2300,2007-04-18 02:52:00,Spangineer,1,2007,49290
3604,3607,2297,2007-04-18 02:53:00,Markm62,48,2007,49338
3605,3606,2298,2007-04-18 02:53:00,Spangineer,0,2007,49338
3606,3604,2296,2007-04-18 02:53:00,Dan East,-5,2007,49333
3607,3605,2299,2007-04-18 02:53:00,Yaf,361,2007,49694
3608,3608,2295,2007-04-18 02:54:00,Spangineer,1,2007,49695
3609,3609,2294,2007-04-18 02:56:00,Spangineer,1,2007,49696
3610,3610,2293,2007-04-18 02:57:00,Spangineer,-2,2007,49694
3611,3611,2292,2007-04-18 02:57:00,Halo,-361,2007,49333
3612,3612,2291,2007-04-18 02:58:00,Bluefield,-44,2007,49289
3613,3613,2290,2007-04-18 02:59:00,Bluefield,-281,2007,49008
3614,3615,2288,2007-04-18 03:00:00,Kntrabssi,0,2007,49008
3615,3614,2289,2007-04-18 03:00:00,Spangineer,-1,2007,49007
3616,3618,2286,2007-04-18 03:01:00,Kntrabssi,0,2007,49007
3617,3617,2287,2007-04-18 03:01:00,Spangineer,1,2007,49008
3618,3616,2285,2007-04-18 03:01:00,B,171,2007,49179
3619,3619,2284,2007-04-18 03:02:00,Spangineer,-1,2007,49178
3620,3620,2283,2007-04-18 03:04:00,Tymothy,110,2007,49288
3621,3621,2282,2007-04-18 03:05:00,Markm62,1,2007,49289
3622,3622,2281,2007-04-18 03:05:00,Evil Monkey,130,2007,49419
3623,3624,2278,2007-04-18 03:06:00,Dan East,69,2007,49488
3624,3623,2277,2007-04-18 03:06:00,Markm62,-14,2007,49474
3625,3625,2279,2007-04-18 03:06:00,Spangineer,10,2007,49484
3626,3627,2275,2007-04-18 03:08:00,Markm62,6,2007,49490
3627,3626,2276,2007-04-18 03:08:00,Spangineer,-2,2007,49488
3628,3630,2272,2007-04-18 03:09:00,BorgQueen,-16,2007,49472
3629,3628,2274,2007-04-18 03:09:00,BorgQueen,0,2007,49472
3630,3629,2273,2007-04-18 03:09:00,Markm62,-4,2007,49468
3631,3631,2271,2007-04-18 03:10:00,Rdfox 76,-120,2007,49348
3632,3632,2270,2007-04-18 03:10:00,Markm62,14,2007,49362
3633,3633,2269,2007-04-18 03:13:00,Kntrabssi,-111,2007,49251
3634,3634,2268,2007-04-18 03:14:00,Markm62,30,2007,49281
3635,3635,2267,2007-04-18 03:15:00,Markm62,7,2007,49288
3636,3636,2264,2007-04-18 03:16:00,Joeblack999,87,2007,49375
3637,3637,2265,2007-04-18 03:16:00,Mickyg9,-61,2007,49314
3638,3638,2266,2007-04-18 03:16:00,Spanish lullaby,61,2007,49375
3639,3641,2261,2007-04-18 03:17:00,Jrockley,-13,2007,49362
3640,3639,2263,2007-04-18 03:17:00,137.154.16.30,342,2007,49704
3641,3640,2262,2007-04-18 03:17:00,Markm62,17,2007,49721
3642,3642,2260,2007-04-18 03:18:00,Zenohockey,2,2007,49723
3643,3643,2259,2007-04-18 03:18:00,Markm62,7,2007,49730
3644,3644,2258,2007-04-18 03:18:00,150.108.235.22,-87,2007,49643
3645,3645,2257,2007-04-18 03:19:00,Dan East,-1,2007,49642
3646,3646,2255,2007-04-18 03:20:00,69.143.246.239,13,2007,49655
3647,3647,2256,2007-04-18 03:20:00,Flavourdan,-2,2007,49653
3648,3648,2254,2007-04-18 03:21:00,Markm62,1,2007,49654
3649,3649,2253,2007-04-18 03:21:00,Killintimeslowly,260,2007,49914
3650,3650,2252,2007-04-18 03:22:00,Markm62,1,2007,49915
3651,3651,2251,2007-04-18 03:23:00,Markm62,1,2007,49916
3652,3652,2250,2007-04-18 03:24:00,65.92.214.200,0,2007,49916
3653,3653,2249,2007-04-18 03:25:00,71.99.4.13,-2,2007,49914
3654,3654,2248,2007-04-18 03:26:00,65.92.214.200,0,2007,49914
3655,3655,2247,2007-04-18 03:27:00,71.99.4.13,1,2007,49915
3656,3656,2246,2007-04-18 03:27:00,66.75.233.156,57,2007,49972
3657,3657,2245,2007-04-18 03:28:00,Mllefantine,0,2007,49972
3658,3658,2244,2007-04-18 03:28:00,LinguistAtLarge,-63,2007,49909
3659,3661,2242,2007-04-18 03:29:00,137.154.16.31,0,2007,49909
3660,3659,2241,2007-04-18 03:29:00,66.201.172.192,0,2007,49909
3661,3660,2243,2007-04-18 03:29:00,Mllefantine,-2,2007,49907
3662,3662,2240,2007-04-18 03:30:00,MartinBot,0,2007,49907
3663,3663,2239,2007-04-18 03:30:00,71.159.158.198,67,2007,49974
3664,3664,2238,2007-04-18 03:30:00,Uthbrian,84,2007,50058
3665,3665,2237,2007-04-18 03:32:00,LinguistAtLarge,181,2007,50239
3666,3666,2236,2007-04-18 03:32:00,O^O,-56,2007,50183
3667,3667,2235,2007-04-18 03:34:00,Zenohockey,6,2007,50189
3668,3668,2234,2007-04-18 03:34:00,LinguistAtLarge,29,2007,50218
3669,3669,2233,2007-04-18 03:35:00,Natalie Erin,0,2007,50218
3670,3670,2232,2007-04-18 03:36:00,Hbdragon88,-150,2007,50068
3671,3672,2231,2007-04-18 03:37:00,Arsonal,378,2007,50446
3672,3671,2230,2007-04-18 03:37:00,Mytwocents,24,2007,50470
3673,3673,2229,2007-04-18 03:37:00,Zenohockey,1,2007,50471
3674,3674,2228,2007-04-18 03:38:00,Dynaflow,-49,2007,50422
3675,3675,2227,2007-04-18 03:38:00,Dirtysocks,-4,2007,50418
3676,3677,2225,2007-04-18 03:39:00,24.68.251.3,8,2007,50426
3677,3676,2226,2007-04-18 03:39:00,Dynaflow,-7,2007,50419
3678,3680,2222,2007-04-18 03:40:00,Arsonal,26,2007,50445
3679,3678,2224,2007-04-18 03:40:00,Zenohockey,1,2007,50446
3680,3679,2223,2007-04-18 03:40:00,Gmaxwell,-243,2007,50203
3681,3681,2221,2007-04-18 03:41:00,Halo,-113,2007,50090
3682,3682,2217,2007-04-18 03:42:00,Gmaxwell,36,2007,50126
3683,3683,2219,2007-04-18 03:42:00,GeneralShamu,57,2007,50183
3684,3684,2218,2007-04-18 03:42:00,Halo,-20,2007,50163
3685,3685,2220,2007-04-18 03:42:00,Uthbrian,-1,2007,50162
3686,3686,2216,2007-04-18 03:43:00,Zenohockey,19,2007,50181
3687,3687,2215,2007-04-18 03:43:00,GeneralShamu,4,2007,50185
3688,3688,2214,2007-04-18 03:44:00,GeneralShamu,0,2007,50185
3689,3691,2211,2007-04-18 03:45:00,Arsonal,1,2007,50186
3690,3690,2212,2007-04-18 03:45:00,24.109.94.208,35,2007,50221
3691,3689,2213,2007-04-18 03:45:00,Arsonal,0,2007,50221
3692,3692,2210,2007-04-18 03:46:00,Dynaflow,-35,2007,50186
3693,3693,2209,2007-04-18 03:47:00,HokieRNB,0,2007,50186
3694,3694,2207,2007-04-18 03:48:00,Ashkani,-54,2007,50132
3695,3695,2208,2007-04-18 03:48:00,ElKevbo,-22,2007,50110
3696,3696,2205,2007-04-18 03:49:00,Halo,35,2007,50145
3697,3697,2206,2007-04-18 03:49:00,ElKevbo,-1,2007,50144
3698,3698,2203,2007-04-18 03:50:00,ElKevbo,0,2007,50144
3699,3699,2201,2007-04-18 03:50:00,ElKevbo,-1,2007,50143
3700,3700,2204,2007-04-18 03:50:00,Halo,1,2007,50144
3701,3701,2202,2007-04-18 03:50:00,KnowledgeOfSelf,-67,2007,50077
3702,3703,2199,2007-04-18 03:51:00,76.176.76.193,261,2007,50338
3703,3702,2200,2007-04-18 03:51:00,68.50.188.115,0,2007,50338
3704,3704,2198,2007-04-18 03:52:00,ElKevbo,-31,2007,50307
3705,3705,2197,2007-04-18 03:55:00,72.93.82.138,-61,2007,50246
3706,3706,2196,2007-04-18 03:55:00,66.68.63.11,412,2007,50658
3707,3707,2195,2007-04-18 03:56:00,64.229.8.182,162,2007,50820
3708,3708,2192,2007-04-18 03:57:00,24.55.188.112,361,2007,51181
3709,3709,2194,2007-04-18 03:57:00,Halo,1,2007,51182
3710,3710,2193,2007-04-18 03:57:00,Halo,-1,2007,51181
3711,3711,2191,2007-04-18 03:58:00,Uthbrian,-261,2007,50920
3712,3712,2190,2007-04-18 03:58:00,67.188.80.65,-162,2007,50758
3713,3713,2189,2007-04-18 03:59:00,Halo,0,2007,50758
3714,3714,2188,2007-04-18 04:01:00,B,136,2007,50894
3715,3715,2187,2007-04-18 04:03:00,Halo,-3,2007,50891
3716,3716,2186,2007-04-18 04:04:00,Cue the Strings,-19,2007,50872
3717,3717,2185,2007-04-18 04:05:00,198.82.118.164,266,2007,51138
3718,3718,2184,2007-04-18 04:06:00,AceYYC,1,2007,51139
3719,3719,2183,2007-04-18 04:08:00,Wafulz,-73,2007,51066
3720,3720,2181,2007-04-18 04:11:00,Crosshair~enwiki,0,2007,51066
3721,3721,2182,2007-04-18 04:11:00,68.40.119.213,15,2007,51081
3722,3722,2179,2007-04-18 04:12:00,ElKevbo,-1,2007,51080
3723,3723,2178,2007-04-18 04:12:00,Evil Monkey,0,2007,51080
3724,3724,2180,2007-04-18 04:12:00,69.86.136.255,-1,2007,51079
3725,3729,2173,2007-04-18 04:13:00,ElKevbo,-3,2007,51076
3726,3728,2174,2007-04-18 04:13:00,165.228.1.15,-15,2007,51061
3727,3725,2177,2007-04-18 04:13:00,Tiens,48,2007,51109
3728,3726,2176,2007-04-18 04:13:00,71.131.215.20,0,2007,51109
3729,3727,2175,2007-04-18 04:13:00,70.162.57.225,4,2007,51113
3730,3730,2171,2007-04-18 04:14:00,Halo,14,2007,51127
3731,3731,2172,2007-04-18 04:14:00,ElKevbo,1,2007,51128
3732,3732,2169,2007-04-18 04:15:00,199.111.195.20,0,2007,51128
3733,3733,2168,2007-04-18 04:15:00,199.111.195.20,-15,2007,51113
3734,3734,2170,2007-04-18 04:15:00,Tejas81,468,2007,51581
3735,3735,2167,2007-04-18 04:16:00,Crosshair~enwiki,-8,2007,51573
3736,3736,2166,2007-04-18 04:16:00,Mickyg9,119,2007,51692
3737,3737,2165,2007-04-18 04:16:00,Halo,0,2007,51692
3738,3738,2164,2007-04-18 04:17:00,Crosshair~enwiki,-4,2007,51688
3739,3739,2163,2007-04-18 04:18:00,ElKevbo,88,2007,51776
3740,3740,2162,2007-04-18 04:18:00,Tejas81,1,2007,51777
3741,3741,2159,2007-04-18 04:19:00,Natalie Erin,-7,2007,51770
3742,3742,2160,2007-04-18 04:19:00,ElKevbo,1,2007,51771
3743,3743,2161,2007-04-18 04:19:00,Natalie Erin,-71,2007,51700
3744,3744,2158,2007-04-18 04:20:00,ElKevbo,9,2007,51709
3745,3745,2157,2007-04-18 04:20:00,ElKevbo,-12,2007,51697
3746,3746,2156,2007-04-18 04:21:00,74.105.34.183,7,2007,51704
